"date","Max","Mean","Med","Min","#people"
2017-10-30,81,38.0588235294118,24,0,6
2017-10-31,73,42.2583333333333,50,2.2,23
2017-11-01,101,51.4583333333333,41.5,24,3
2017-11-02,74,42.375,43,15,8
2017-11-03,72,30.3083333333333,20,7.2,3
2017-11-06,79,24.1416666666667,14.5,5.5,3
2017-11-07,91,36.6875,29.5,6.5,9
2017-11-08,86,35.6958333333333,23.5,7.7,3
2017-11-09,102,45.6666666666667,43,1.1,6
2017-11-10,80,38.1916666666667,30.5,2.8,10
2017-11-13,44,16.875,9.9,1.8,3
2017-11-14,96,33.925,19,1.1,18
2017-11-15,83,33.5375,24.5,0.9,4
2017-11-16,115,48.8083333333333,40,0.9,12
2017-11-17,100,39.5166666666667,29.5,2,11
2017-11-19,54,30.2041666666667,24.5,5.9,1
2017-11-20,56,23.3541666666667,14,2.6,3
2017-11-21,83,33.5416666666667,23.5,1.8,3
2017-11-22,62,24.35,16,5.8,4
2017-11-23,91,33.5,17.5,10,9
2017-11-24,51,19.0083333333333,10.8,3.7,8
2017-11-27,84,31.5875,17,6.8,5
2017-11-28,89,37.8666666666667,29.5,1.7,9
2017-11-29,69,32.6791666666667,31.5,2,3
2017-11-30,66,32.75,29,11,13
2017-12-01,62,24.8833333333333,17.5,5.9,11
2017-12-04,75,30.1208333333333,21,8,4
2017-12-05,77,31.1416666666667,16.5,5.7,16
2017-12-06,72,24.0166666666667,17.5,5.4,2
2017-12-07,63,25.7166666666667,18,1.9,7
2017-12-08,38,25.4583333333333,24.5,11,9
2017-12-11,72,28.7,19,3,8
2017-12-12,40,14.7875,8.5,1.4,15
2017-12-13,71,26.4416666666667,10.15,0.8,3
2017-12-14,83,30.4833333333333,19,1.3,11
2017-12-15,97,32.4083333333333,28,0.6,9
2017-12-18,52,20.0708333333333,13.5,5.2,4
2017-12-19,43,23.7375,25,8.7,16
2017-12-20,64,26,21,11,2
2017-12-21,73,36.8083333333333,35,6,6
2017-12-22,84,40.8083333333333,36,1.1,6
2017-12-25,65,34.8333333333333,29,10,2
2017-12-26,87,32.8166666666667,19,3.3,21
2017-12-27,83,38.25,39.5,2.8,3
2017-12-28,68,38.3708333333333,38,7.9,10
2017-12-29,69,33.875,28.5,10,9
