"date","Max","Mean","Med","Min","#people"
2017-06-16,27,4.62083333333333,1.75,0.7,3
2017-06-19,13,2.45833333333333,1.3,0.5,3
2017-06-20,12,2.29583333333333,1.25,0.4,21
2017-06-21,11,3.12916666666667,2.3,0.9,8
2017-06-22,12,2.72916666666667,1.3,0.9,5
2017-06-23,9.8,1.9625,1.25,0.5,11
2017-06-24,8.8,1.65833333333333,0.9,0.1,1
2017-06-26,4.6,1.4625,1.3,0.2,2
2017-06-27,4.8,1.48333333333333,1.4,0.3,12
2017-06-28,4.4,1.68333333333333,1.5,0.6,1
2017-06-29,7.8,3.10833333333333,2.3,0.8,12
2017-06-30,9.9,5.72916666666667,6.65,1.4,11
2017-07-03,12,3.33,2,0,7
2017-07-04,13,5.7625,5.05,1.1,15
2017-07-05,15,6.05,4.95,1,4
2017-07-06,8.9,3.47083333333333,2.75,0.2,14
2017-07-07,15,4.76666666666667,3.65,0.8,12
2017-07-10,7.6,2.65833333333333,2.05,0.4,10
2017-07-11,9.1,3.22272727272727,2.85,0.4,24
2017-07-12,197,13.3913043478261,3.6,0.3,1
2017-07-13,12,2.79166666666667,1.7,1,11
2017-07-14,11,2.3375,1.1,0.3,8
2017-07-17,27,4.78333333333333,2.1,1.4,3
2017-07-18,3.7,0.966666666666667,0.45,0.1,17
2017-07-19,3.9,0.7125,0.4,0,2
2017-07-20,3.7,1.0125,0.7,0.1,12
2017-07-21,2.5,0.958333333333333,0.85,0.3,12
2017-07-24,4.3,0.929166666666667,0.55,0.3,5
2017-07-25,9.6,2.1,1.15,0.4,30
2017-07-26,24,3.875,1.7,0.5,3
2017-07-27,14,2.77083333333333,1.65,0.6,9
2017-07-28,2.8,0.920833333333333,0.7,0.2,4
2017-08-01,25,6.45,2.95,0,15
2017-08-02,39,6.93333333333333,1.3,0,1
2017-08-03,24,3.09166666666667,1.25,0.6,8
2017-08-04,8,1.56666666666667,0.7,0,11
2017-08-07,2.3,0.533333333333333,0.6,0,2
2017-08-08,6.7,1.675,1,0.2,21
2017-08-09,13,1.65416666666667,0.75,0.1,2
2017-08-10,8.6,1.59090909090909,1.05,0.2,11
2017-08-11,9.3,1.82916666666667,1.05,0.5,8
2017-08-14,4.5,1.2375,1.1,0.2,3
2017-08-15,2.6,1.14583333333333,0.95,0,13
2017-08-16,11,1.9125,1.5,0.2,1
2017-08-17,12,1.7375,0.7,0.2,8
2017-08-18,3.4,1.09583333333333,0.8,0,10
2017-08-19,2.9,0.941666666666667,0.75,0.5,1
2017-08-21,5.2,1.0875,0.7,0.3,3
2017-08-22,8.6,2.57916666666667,1.9,0,15
2017-08-23,8.6,2.6375,2,0,1
2017-08-24,13,2.05833333333333,0.55,0.1,8
2017-08-25,4,1.04166666666667,0.5,0.2,11
2017-08-28,20,2.80833333333333,0.7,0.3,3
2017-08-29,2.6,0.733333333333333,0.55,0,9
2017-08-30,6.6,1.475,0.8,0,6
2017-08-31,6.3,2.51666666666667,1.8,0.9,7
2017-09-01,21,5.41666666666667,2.55,0.8,7
2017-09-04,8,1.66666666666667,1,0.6,4
2017-09-05,5.1,1.00833333333333,0.4,0,8
2017-09-06,6.2,1.96666666666667,1.05,0,2
2017-09-07,8.2,2.22916666666667,2,0,11
2017-09-08,10,1.7625,0.5,0,6
2017-09-11,4.2,1.83333333333333,1.55,0.9,8
2017-09-12,7.2,2.32083333333333,1.4,0.9,17
2017-09-13,5,0.85,0.4,0,2
2017-09-14,2.7,0.5875,0.3,0,12
2017-09-15,1.1,0.370833333333333,0.3,0,15
2017-09-18,2.3,1.0875,1,0,14
2017-09-19,1.7,0.970833333333333,0.9,0.6,13
2017-09-20,8.5,1.3625,0.7,0.2,2
2017-09-21,1.9,0.4875,0.4,0,6
2017-09-22,2.6,1.47916666666667,1.4,0.3,10
2017-09-25,3.8,1.11666666666667,0.75,0.2,4
2017-09-26,6.6,1.09166666666667,0.5,0.1,13
2017-09-27,7.7,1.4875,0.8,0.2,3
2017-09-28,4.4,1.17916666666667,0.7,0,8
2017-09-29,11,1.825,0.7,0.3,12
2017-10-02,2.1,0.4625,0.1,0,9
2017-10-03,17,3.20833333333333,0.8,0,14
2017-10-05,3.2,0.625,0.3,0,9
2017-10-06,6.7,1.21666666666667,0.6,0,13
2017-10-11,1.3,0.3625,0.25,0,6
2017-10-12,2.4,1.00416666666667,0.8,0.3,10
2017-10-13,18,3.93333333333333,2.35,0.5,14
2017-10-16,23,4.1625,1.7,1,4
2017-10-17,12,1.69166666666667,0.3,0,9
2017-10-18,7.2,1.00416666666667,0.15,0,2
2017-10-19,10,2.79166666666667,1.6,0.2,15
2017-10-20,7.1,1.67916666666667,0.8,0.4,7
2017-10-23,12,2.05789473684211,0.6,0.2,8
2017-10-24,8.5,2.12916666666667,1.5,0.8,18
2017-10-25,5.7,1.45,0.85,0.1,2
2017-10-26,9.2,1.0875,0,0,9
2017-10-27,5.1,0.941666666666667,0.3,0,6
2017-10-30,11,1.46086956521739,0.3,0,6
2017-10-31,28,3.18695652173913,0.6,0,23
2017-11-01,6.4,1.21666666666667,0.7,0.2,3
2017-11-02,3.6,0.9625,0.6,0,8
2017-11-03,5.9,1.61666666666667,0.8,0.3,3
2017-11-06,14,3.675,1.7,0,3
2017-11-07,4.6,1.29583333333333,0.9,0.2,9
2017-11-08,5.9,1.205,0.4,0.1,3
2017-11-09,11,2.02916666666667,0.85,0.2,6
2017-11-10,8,1.96666666666667,1.15,0.6,10
2017-11-13,12,3.33333333333333,1.7,0.7,3
2017-11-14,8.5,2.0625,0.75,0.1,18
2017-11-15,12,2.975,1.15,0.2,4
2017-11-16,21,3.17916666666667,1.1,0.2,12
2017-11-17,8.2,1.7375,0.5,0,11
2017-11-19,5.6,1.35416666666667,0.6,0,1
2017-11-20,13,2.51666666666667,0.85,0.2,3
2017-11-21,14,2.82083333333333,0.95,0.3,3
2017-11-22,5.9,1.78333333333333,0.95,0.5,4
2017-11-23,5.7,1.0875,0.35,0,9
2017-11-24,10,2.69583333333333,1.4,0,8
2017-11-27,11,2.17083333333333,0.6,0.1,5
2017-11-28,15,2.6,0.9,0,9
2017-11-29,14,1.97083333333333,0.8,0.5,3
2017-11-30,2.5,0.804166666666667,0.55,0.1,13
2017-12-01,5.3,1.22916666666667,0.55,0,11
2017-12-04,9.1,2.27083333333333,1.3,0.3,4
2017-12-05,9.7,2.47083333333333,1.3,0.7,16
2017-12-06,13,2.86666666666667,1,0.5,2
2017-12-07,5.4,1.55416666666667,0.9,0.2,7
2017-12-08,6.1,1.83333333333333,1.1,0.3,9
2017-12-11,8.9,2.2875,0.85,0.2,8
2017-12-12,20,4.75416666666667,2.5,0,15
2017-12-13,14,2.93333333333333,1.55,0,3
2017-12-14,21,3.5375,0.8,0.2,11
2017-12-15,18,2.88333333333333,0.7,0.2,9
2017-12-18,7.5,3.3375,2.9,0.5,4
2017-12-19,4.9,1.62916666666667,0.95,0,16
2017-12-20,9.3,2.08333333333333,0.9,0.2,2
2017-12-21,19,2.77916666666667,0.45,0,6
2017-12-22,16,2.79583333333333,0.8,0.3,6
2017-12-25,4.7,1.80833333333333,1.45,0,2
2017-12-26,18,4.32083333333333,2.35,1.6,21
2017-12-27,11,2.67916666666667,1.5,0.8,3
2017-12-28,11,1.7625,0.6,0.2,10
2017-12-29,4.1,1.45,0.9,0.5,9
