"date","Max","Mean","Med","Min","#people"
2017-10-13,39,23.5217391304348,23,11,14
2017-10-14,19,5.41666666666667,5.5,1,NA
2017-10-15,11,4.70833333333333,4.5,1,NA
2017-10-16,26,12.4166666666667,12.5,1,4
2017-10-17,52,29.25,26.5,13,9
2017-10-18,47,26.8695652173913,25,15,2
2017-10-19,35,25.7083333333333,26,15,15
2017-10-20,47,24.2916666666667,22,9,7
2017-10-21,32,19.8333333333333,19.5,6,NA
2017-10-22,54,31.125,30.5,16,NA
2017-10-23,59,41.8260869565217,43,17,8
2017-10-24,55,43.75,45.5,27,18
2017-10-25,60,38.375,35,25,2
2017-10-26,55,37.75,38,24,9
2017-10-27,44,29.375,28.5,22,6
2017-10-28,47,34.9166666666667,33,25,NA
2017-10-29,58,45,46,35,NA
2017-10-30,48,33.25,33.5,20,6
2017-10-31,35,23.6086956521739,24,13,23
2017-11-01,43,25.4166666666667,24,10,3
2017-11-02,41,29.2916666666667,27,17,8
2017-11-03,46,30,29,16,3
2017-11-04,46,30.9583333333333,31.5,19,NA
2017-11-05,40,24.5,24,7,NA
2017-11-06,98,56.7368421052632,50,29,3
2017-11-07,94,50.8333333333333,52.5,25,9
2017-11-08,69,40.75,42.5,10,3
2017-11-09,54,40.7083333333333,40,27,6
2017-11-10,79,51.5416666666667,50.5,28,10
2017-11-11,89,71.125,76.5,26,NA
2017-11-12,62,30.625,27.5,17,NA
2017-11-13,52,32.3333333333333,30.5,18,3
2017-11-14,93,49.7916666666667,40,28,18
2017-11-15,82,45.4583333333333,41.5,17,4
2017-11-16,113,54.7272727272727,49,26,12
2017-11-17,80,54,53.5,30,11
2017-11-18,66,42.1666666666667,42,16,NA
2017-11-19,45,21.9166666666667,22.5,1,1
2017-11-20,54,32.25,31,15,3
2017-11-21,46,28.7916666666667,28,18,3
2017-11-22,74,44.3333333333333,47.5,15,4
2017-11-23,94,41.0416666666667,39,0,9
2017-11-24,48,32.7083333333333,32.5,20,8
2017-11-25,40,30.5416666666667,32,20,NA
2017-11-26,41,29.9583333333333,29,23,NA
2017-11-27,39,31.9583333333333,32.5,24,5
2017-11-28,79,43.875,43,0,9
2017-11-29,109,52.9583333333333,41.5,11,3
2017-11-30,101,64.25,64.5,23,13
2017-12-01,48,29.4583333333333,30,14,11
2017-12-02,65,35.0833333333333,33.5,16,NA
2017-12-03,62,41.3333333333333,41,25,NA
2017-12-04,57,33.5,33,0,4
2017-12-05,59,44.9583333333333,46,30,16
2017-12-06,65,43.5416666666667,44.5,19,2
2017-12-07,37,23.9166666666667,22,11,7
2017-12-08,88,37.8333333333333,27,6,9
2017-12-09,55,42.375,41.5,27,NA
2017-12-10,61,38.9166666666667,33.5,20,NA
2017-12-11,71,56.375,60,31,8
2017-12-12,77,43.375,50,0,15
2017-12-13,53,33.5,33,9,3
2017-12-14,70,40.0833333333333,39.5,17,11
2017-12-15,70,37.8333333333333,33.5,21,9
2017-12-16,49,32.375,33,6,NA
2017-12-17,49,27,24,1,NA
2017-12-18,35,26.2916666666667,28.5,0,4
2017-12-19,44,24.8333333333333,20,10,16
2017-12-20,46,31.0833333333333,30,20,2
2017-12-21,41,26.4166666666667,24.5,11,6
2017-12-22,64,50.2083333333333,51.5,36,6
2017-12-23,80,49,49,27,NA
2017-12-24,91,62.7916666666667,61.5,44,NA
2017-12-25,86,58.6666666666667,59.5,0,2
2017-12-26,94,65.25,69.5,32,21
2017-12-27,57,44.5833333333333,45.5,31,3
2017-12-28,64,41.25,40,25,10
2017-12-29,57,39.7083333333333,39,23,9
2017-12-30,55,37.75,39.5,13,NA
2017-12-31,126,68.9166666666667,59.5,37,NA
