"date","SO2","CO","O3","PM2.5","PM10","NO2","NO","patient","allergy","hives","RH","TEMP","rain","WS_HR","WWIND","WIND","time"
2017-05-31,3.78784722222222,0.241041666666667,22.4868055555556,8.79332729468599,26.0496678743961,10.0897192028986,2.30138888888889,2,0,2,76.5729166666667,28.7013888888889,0.0986111111111111,1.71215277777778,2.00416666666667,2.00416666666667,98
2017-06-01,3.38090277777778,0.208229166666667,15.2649305555556,7.51902173913043,26.3596014492754,8.37060688405797,3.55277777777778,10,7,3,83.9965277777778,28.2916666666667,0.923611111111111,1.934375,2.22291666666667,2.22291666666667,99
2017-06-02,3.89635416666667,0.158125,13.759375,10.6215277777778,38.3142361111111,7.14583333333333,3.51041666666667,7,3,4,84.4340277777778,28.953125,0.104861111111111,2.92274305555556,3.18524305555556,3.18524305555556,100
2017-06-05,4.09788647342995,0.305451388888889,15.5954861111111,12.3363526570048,36.4823369565217,10.9729468599034,4.00694444444444,4,1,3,78.3333333333333,29.3090277777778,0.00138888888888889,1.30034722222222,1.54340277777778,1.54340277777778,101
2017-06-06,4.36423611111111,0.2403125,17.0104166666667,11.1006944444444,33.8819444444444,9.73194444444444,3.45173611111111,10,7,3,73.5555555555556,30.2083333333333,0,1.51423611111111,1.74583333333333,1.74583333333333,102
2017-06-07,4.85031565656566,0.220034722222222,17.0680555555556,11.0801767676768,30.7616792929293,9.47029671717172,3.02013888888889,6,2,4,75.4513888888889,30.5381944444444,0.0333333333333333,1.46041666666667,1.73263888888889,1.73263888888889,103
2017-06-08,4.95104166666667,0.237847222222222,16.6065972222222,10.1354166666667,29.9289108187135,10.8305102657005,3.84746376811594,10,10,0,75.3541666666667,30.0173611111111,0.619444444444444,1.51597222222222,1.84305555555556,1.84305555555556,104
2017-06-09,4.17118055555556,0.251597222222222,20.0934027777778,10.8926630434783,30.3798309178744,10.2069444444444,3.15416666666667,14,5,9,69.8298611111111,30.2048611111111,0.0256944444444444,1.58784722222222,1.89722222222222,1.89722222222222,105
2017-06-12,4.93888888888889,0.207777777777778,19.2902777777778,8.26600241545894,31.8259359903382,8.20173611111111,2.90381944444444,5,0,5,70.2222222222222,31.0902777777778,0.515972222222222,2.34166666666667,2.61041666666667,2.61041666666667,106
2017-06-13,3.78343545751634,0.181466503267974,14.4147263071895,7.30264037433155,27.3133258738278,6.90520833333333,3.23841911764706,11,8,3,73.9346405228758,30.1011029411765,0.382638888888889,2.14509803921569,2.40731209150327,2.40731209150327,107
2017-06-14,2.89128787878788,0.196742424242424,10.9522727272727,6.81439393939394,28.094696969697,8.53901515151515,3.80227272727273,3,0,3,82.8484848484848,28.3219696969697,0.613636363636364,1.57575757575758,2.03484848484848,2.03484848484848,108
2017-06-15,2.38383152173913,0.377222222222222,8.21897644927536,7.14130434782609,20.8852657004831,13.6964221014493,6.89148550724638,13,10,3,89.6215277777778,25.8159722222222,2.60555555555556,1.28194444444444,1.63506944444444,1.63506944444444,109
2017-06-16,2.4458648989899,0.256701388888889,11.3130456349206,8.4471755599473,27.6261665568731,9.28888888888889,4.28402777777778,3,0,3,82.9513888888889,27.5486111111111,0.568055555555556,1.40104166666667,1.825,1.825,110
2017-06-19,3.4585597826087,0.213576388888889,12.4104166666667,8.32699275362319,27.3282004830918,7.58958333333333,3.70868055555556,2,0,2,73.1805555555556,29.3645833333333,0,1.41701388888889,1.628125,1.628125,111
2017-06-20,3.67831439393939,0.213251811594203,11.2447285353535,8.83933080808081,26.1404671717172,8.90113304093567,4.1891369047619,16,10,6,70.75,29.7395833333333,0.00902777777777778,1.25972222222222,1.49548611111111,1.49548611111111,112
2017-06-21,3.63611111111111,0.2165625,12.1607638888889,8.93176328502415,24.1696859903382,8.9604825428195,4.43277475845411,7,1,6,68.59375,30.1701388888889,0,1.60902777777778,1.85555555555556,1.85555555555556,113
2017-06-22,3.57534722222222,0.220069444444444,14.6541666666667,8.70012626262626,23.5597222222222,9.06319444444444,3.86736111111111,4,3,1,69.3715277777778,30.6215277777778,0,1.625,1.86527777777778,1.86527777777778,114
2017-06-23,3.79166666666667,0.201631944444444,15.571875,8.80208333333333,24.9311868686869,9.14583333333333,3.30520833333333,8,6,2,72.6388888888889,30.3819444444444,0.00138888888888889,1.48784722222222,1.75347222222222,1.75347222222222,115
2017-06-24,3.215625,0.186458333333333,16.3236111111111,8.83680555555556,24.2465277777778,7.621875,2.51215277777778,0,0,0,73.25,30.1493055555556,0.00486111111111111,1.68506944444444,1.94479166666667,1.94479166666667,116
2017-06-26,2.61875,0.166423611111111,16.7253472222222,6.45803140096618,24.0405550065876,6.39340277777778,2.82326388888889,2,2,0,71.375,30.6180555555556,0,1.88194444444444,2.17013888888889,2.17013888888889,117
2017-06-27,2.74208333333333,0.162923611111111,15.5460416666667,8.13955314009662,25.4271135265701,7.00472222222222,2.86513888888889,9,3,6,72.2631944444445,30.5854166666667,0,1.72736111111111,2.02423611111111,2.02423611111111,118
2017-06-28,3.10034722222222,0.201206219806763,17.5547032828283,10.5419685990338,28.4814311594203,9.4413345410628,2.69791666666667,1,0,1,70.9305555555556,30.4756944444444,0,1.49201388888889,1.86805555555556,1.86805555555556,119
2017-06-29,4.31770833333333,0.344375,25.5135416666667,13.9039855072464,34.7235809178744,14.695440821256,3.43680555555556,12,8,4,69.7152777777778,29.3229166666667,0.602083333333333,1.39375,1.74305555555556,1.74305555555556,120
