,date,wday,urticaria,allergy,yday,SO2,CO,O3,PM2.5,PM10,NO,NO2,TEMP,RH,RAIN,WS_HR,urticaria_M,urticaria_F,allergy_M,allergy_F,urticaria_20,urticaria_65,allergy_20,allergy_65
400,2015/2/4,3,1,0,35,3.689432367,0.551933877,22.87569444,39.8544686,84.13194444,4.449368687,22.52986111,18.94097222,73.79166667,0,1.197569444,1,0,0,0,1,0,0,0
401,2015/2/5,4,2,6,36,4.776736111,0.725243056,24.74583333,70.86463078,137.0215019,4.51776872,25.40219587,16.31597222,67.06597222,0,1.263541667,0,2,3,3,2,0,5,1
402,2015/2/6,5,1,6,37,6.401388889,0.886909722,21.06736111,83.57166126,144.5591787,6.952083333,33.05366162,15.98611111,65.36111111,0,1.064236111,1,0,1,5,0,1,5,1
405,2015/2/9,1,3,7,40,4.87375,0.534847222,24.434375,39.48664347,91.58485744,3.846234903,24.55554046,15.46319444,58.79097222,0,1.085208333,0,3,4,3,3,0,3,4
406,2015/2/10,2,4,9,41,4.372342995,0.575920139,27.88732639,34.58740942,75.754777,6.056696429,25.74600694,15.77951389,65.82986111,0,1.259548611,2,2,2,7,4,0,9,0
407,2015/2/11,3,2,0,42,4.899253404,0.607854771,30.9625,39.47791776,81.09390097,6.101373792,26.33411561,17.48007246,68.58635266,0,1.219791667,1,1,0,0,2,0,0,0
408,2015/2/12,4,1,9,43,5.447222222,0.679909722,38.06583333,53.00568182,111.4968434,3.753709795,28.08450584,18.9625,55.06180556,0,1.223611111,0,1,1,8,1,0,8,1
409,2015/2/13,5,1,8,44,5.200347222,0.805555556,42.059375,58.94746377,120.8749726,4.277083333,31.48479771,19.27777778,58.69097222,0,1.182291667,0,1,1,7,1,0,7,1
412,2015/2/16,1,2,1,47,3.453944531,0.704107143,33.8952381,47.90876741,80.12422948,3.216157695,23.40350673,22.97668651,75.53125,1.977777778,1.278075397,1,1,0,1,1,1,1,0
413,2015/2/17,2,8,6,48,4.493055556,0.754722222,32.14270833,49.66416494,87.17305038,4.377083333,24.9375,22.49305556,76.24305556,0,1.074652778,2,6,1,5,6,2,5,1
414,2015/2/18,3,0,0,49,4.726736111,0.803125,39.96180556,65.07065217,124.5443841,3.109722222,19.909375,21.62847222,74.71875,0,1.277430556,0,0,0,0,0,0,0,0
415,2015/2/19,4,0,0,50,4.84375,0.608541667,41.45069444,46.24652778,103.1354167,2.576736111,16.18055556,20.77777778,70.89583333,0,1.315972222,0,0,0,0,0,0,0,0
416,2015/2/20,5,0,0,51,3.945833333,0.451597222,37.81145833,30.875,74.23611111,1.828125,15.51631944,21.17013889,70.75,0,1.214583333,0,0,0,0,0,0,0,0
419,2015/2/23,1,0,7,54,3.904513889,0.705104167,22.37291667,45.48611111,85.15972222,4.241319444,19.26354167,23.61111111,77.92013889,0,1.134027778,0,0,4,3,0,0,5,2
420,2015/2/24,2,7,12,55,2.966319444,0.693888889,18.51840278,43.75323891,88.93863911,6.479861111,19.12815519,23.03125,78.37152778,0,1.354166667,2,5,4,8,5,2,11,1
421,2015/2/25,3,0,2,56,4.777876984,0.65358631,26.52103175,34.57173639,71.09270696,5.770488268,22.43246087,23.5530754,75.84623016,0,1.19156746,0,0,0,2,0,0,2,0
422,2015/2/26,4,2,7,57,3.086941425,0.536539352,23.15763889,32.31878245,68.15404606,3.399164654,18.86141442,24.74884259,73.78472222,0,1.366203704,0,2,2,5,2,0,7,0
423,2015/2/27,5,0,0,58,3.830208333,0.556458333,28.45069444,43.26388889,84.01388889,4.655555556,18.95729167,23,75.78125,0,1.354861111,0,0,0,0,0,0,0,0
426,2015/3/2,1,4,5,61,5.642361111,0.602465278,24.56631944,25.12756643,60.28267732,6.065972222,22.12326389,20.38888889,69.17361111,0,1.197916667,1,3,1,4,2,2,3,2
427,2015/3/3,2,3,16,62,5.444097222,0.559756944,21.48784722,34.78109903,72.756917,4.596527778,20.73917572,23.4375,71.41666667,0.2,1.4625,1,2,5,11,1,2,15,1
428,2015/3/4,3,3,0,63,5.641129227,0.781443723,30.91183532,60.10881643,111.557337,4.595813492,25.07906746,22.6485119,74.78511905,0,1.162063492,2,1,0,0,3,0,0,0
429,2015/3/5,4,1,4,64,5.752638889,0.792312802,31.1910628,41.87303744,87.72871377,5.385164141,26.16481481,22.45138889,70.40972222,0,1.371527778,1,0,3,1,0,1,3,1
430,2015/3/6,5,4,3,65,5.434742647,0.595173611,28.97708333,36.67048199,79.79590744,4.323958333,24.18242891,22.40277778,72.74305556,0,1.370138889,1,3,0,3,4,0,3,0
433,2015/3/9,1,7,3,68,3.617708333,0.550486111,34.06597222,43.41470411,94.01056763,2.403125,19.46597222,23.37847222,68.92013889,0,1.598611111,0,7,1,2,6,1,1,2
434,2015/3/10,2,5,5,69,5.826539855,0.717510568,10.39103261,46.00535244,95.8240695,8.160606061,34.88762626,19.23958333,71.13541667,0.4,0.985416667,2,3,1,4,4,1,4,1
435,2015/3/11,3,2,0,70,5.162152778,0.694131944,21.24652778,47.25415843,84.95925285,6.418402778,28.61628788,19.44444444,69.99305556,0,1.147916667,2,0,0,0,1,1,0,0
436,2015/3/12,4,5,11,71,4.645138889,0.678125,15.82847222,37.79483696,69.96648551,6.655902778,32.67986111,19.53125,71.53125,0,1.131944444,3,2,3,8,4,1,11,0
437,2015/3/13,5,4,5,72,5.623263889,0.668958333,34.80520833,45.31847826,80.69342885,7.086458333,25.99513889,20.78472222,73.07638889,0,1.248263889,1,3,2,3,3,1,4,1
440,2015/3/16,1,7,1,75,4.371527778,0.4340625,17.12430556,12.04393116,48.91757246,3.455555556,16.33229167,25.29513889,79.61805556,0.266666667,1.604166667,0,7,0,1,7,0,1,0
441,2015/3/17,2,3,12,76,4.493357488,0.342256944,22.14023249,12.28774155,51.95259662,2.958730159,14.52296627,25.60763889,74.33680556,0,2.238888889,0,3,3,9,2,1,12,0
442,2015/3/18,3,0,0,77,4.785175121,0.361869263,23.9235779,13.98294082,58.15066425,4.256325483,15.40004529,25.12110507,70.37626812,0,1.831141304,0,0,0,0,0,0,0,0
443,2015/3/19,4,1,6,78,3.619791667,0.361701389,24.47256944,16.31642512,52.28661616,2.665972222,14.44839976,25.70138889,73.41666667,0,1.439236111,1,0,4,2,1,0,4,2
444,2015/3/20,5,3,7,79,3.987847222,0.505902778,31.67951389,47.06551932,83.06123737,2.987847222,17.278125,25.28819444,74.46527778,0,1.292013889,1,2,0,7,1,2,5,2
447,2015/3/23,1,3,1,82,4.6875,0.674166667,31.32916667,57.24211643,116.9122612,2.896875,21.36941288,23.05902778,70.87847222,0.270833333,1.255208333,1,2,0,1,2,1,1,0
448,2015/3/24,2,4,13,83,4.644444444,0.542256944,38.73715278,26.52943841,66.63405797,3.159375,19.30833333,22.28819444,71.40277778,0,1.380902778,2,2,5,8,3,1,11,2
449,2015/3/25,3,1,1,84,4.913541667,0.541909722,26.18888889,29.7165404,72.71450922,3.384027778,25.79826389,21.77083333,69.21875,0,1.21875,0,1,0,1,0,1,1,0
450,2015/3/26,4,4,7,85,5.408333333,0.56875,29.97222222,36.69836957,78.8848128,5.877083333,24.359375,22.14583333,73.00347222,0.1,1.263888889,4,0,2,5,1,3,6,1
451,2015/3/27,5,5,7,86,4.066666667,0.581180556,28.00625,37.19270147,75.83521355,4.309375,21.38125,23.97916667,71.32638889,0,1.190972222,1,4,3,4,5,0,7,0
454,2015/3/30,1,5,1,89,5.304747475,0.501350379,34.75710227,25.22628066,57.11295996,2.645,18.56199495,26.09695166,66.46369949,0,1.563825758,2,3,1,0,3,2,1,0
455,2015/3/31,2,6,12,90,5.485763889,0.360118056,16.16708333,12.68531236,48.22608696,4.717013889,17.21488095,26.77430556,73.3125,0,1.867735043,4,2,4,8,5,1,12,0
456,2015/4/1,3,1,0,91,4.43843599,0.320872585,17.92525253,9.462711353,39.70410628,4.245123792,12.7897494,26.85416667,74.62681159,0,1.688541667,1,0,0,0,0,1,0,0
457,2015/4/2,4,3,4,92,4.86995614,0.29494152,15.47481725,7.454508857,34.10819243,3.86875,11.85504465,27.09576023,74.38249269,0,2.245047515,2,1,0,4,3,0,4,0
458,2015/4/3,5,0,0,93,5.179513889,0.326493056,18.49340278,13.01736111,34.12847222,3.381597222,12.15590278,27.07638889,74.61458333,0,1.885069444,0,0,0,0,0,0,0,0
461,2015/4/6,1,0,0,96,5.163194444,0.415138889,15.09409722,15.54166667,40.48611111,4.811458333,14.78888889,27.33680556,74.32638889,1.014595238,1.319791667,0,0,0,0,0,0,0,0
462,2015/4/7,2,8,8,97,4.048263889,0.479756944,26.47326389,32.4267814,76.08544686,3.307291667,18.00694444,26.50694444,74.88888889,0,1.419097222,2,6,1,7,7,1,7,1
463,2015/4/8,3,3,2,98,5.021875,0.522569444,32.04513889,25.15343654,75.92739625,3.50625,22.40830314,22.92361111,66.625,0,1.324305556,2,1,0,2,3,0,1,1
464,2015/4/9,4,3,8,99,4.692708333,0.4796875,45.64097222,25.94348375,65.97274374,3.496180556,20.32916667,23.59722222,64.55208333,0,1.513888889,0,3,2,6,3,0,8,0
465,2015/4/10,5,5,10,100,5.293055556,0.545694444,33.05451389,31.39175725,74.55540459,3.124652778,23.21342089,25.05902778,65.79166667,0,1.460416667,1,4,3,7,4,1,8,2
468,2015/4/13,1,5,5,103,4.27114899,0.457406401,49.11035628,28.87969368,70.39750769,1.821426219,17.10268171,23.41711957,57.56702899,0,1.33030754,2,3,2,3,5,0,5,0
469,2015/4/14,2,4,6,104,4.755790631,0.415836353,55.23399758,25.14100242,75.91304348,1.651799517,18.73944924,22.13541667,34.48680556,0,1.519791667,1,3,1,5,4,0,5,1
470,2015/4/15,3,3,1,105,6.060132576,0.429720713,47.26618357,26.16887626,78.90419137,1.822524155,17.95697601,23.35416667,52.65187198,0.1,2.214583333,2,1,0,1,2,1,1,0
471,2015/4/16,4,6,5,106,4.342949879,0.409560688,42.50204491,22.36881039,64.65157005,2.069003113,15.36207743,25.77732488,62.01041667,0,1.562847222,2,4,1,4,5,1,3,2
472,2015/4/17,5,4,4,107,5.446180556,0.404548611,22.98784722,23.12394324,75.24290459,3.394791667,15.22036534,26.69006643,73.30117754,0,1.937152778,2,2,0,4,2,2,2,2
475,2015/4/20,1,6,2,110,3.479861111,0.284097222,15.21006944,11.54230072,32.20433959,3.674381039,11.28645833,28.09375,67.96180556,0,1.351736111,3,3,1,1,6,0,2,0
476,2015/4/21,2,3,9,111,5.707102273,0.429895833,14.84032032,15.42240338,44.70923913,3.710479798,20.10445076,25.87847222,78.85416667,0.671944444,1.303125,1,2,4,5,3,0,8,1
477,2015/4/22,3,1,0,112,4.638036616,0.565072464,38.41431159,33.93765097,75.11594203,3.46031099,19.76950758,25.91666667,72.61111111,0,1.353819444,1,0,0,0,1,0,0,0
478,2015/4/23,4,2,3,113,5.651736111,0.508993056,39.68588466,29.48119785,78.16184947,2.994900362,21.27147727,26.18402778,69.58680556,0,1.404166667,0,2,2,1,2,0,3,0
479,2015/4/24,5,5,2,114,4.317783816,0.49776872,44.53858696,40.21901076,94.37937802,1.742708333,16.91111111,26.25694444,73.44444444,0,1.429513889,2,3,0,2,3,2,2,0
482,2015/4/27,1,5,4,117,5.435818237,0.468618056,42.21761775,29.15993357,67.67499726,1.737599363,16.18391218,27.15376984,66.45287698,0,1.404910714,3,2,1,3,5,0,2,2
483,2015/4/28,2,4,9,118,4.14870471,0.401115201,29.94964674,19.3635501,46.16814065,2.136251372,13.27079655,27.79477657,70.15449879,0.275,1.59575785,1,3,1,8,2,2,7,2
484,2015/4/29,3,1,2,119,3.046808575,0.284628019,21.57549215,17.27041886,45.44883893,2.865830314,10.32450264,27.31319444,74.80763889,0.016666667,1.704722222,0,1,2,0,0,1,1,1
485,2015/4/30,4,1,4,120,3.929725242,0.341805556,47.23988527,30.66364734,63.3026323,1.779634662,11.18008756,27.84722222,73.22222222,0,1.515625,0,1,1,3,1,0,4,0
486,2015/5/1,5,2,2,121,4.442973856,0.382024101,47.2563317,33.3314951,64.16339869,1.524387255,11.59889706,28.00428922,72.08517157,2.96,1.456352124,0,2,0,2,1,1,1,1
489,2015/5/4,1,7,7,124,3.858845029,0.221038012,16.80266813,8.344326416,29.23328393,2.960836988,9.015241228,28.51407164,73.08205409,0.733333333,1.608077485,4,3,2,5,6,1,6,1
490,2015/5/5,2,8,8,125,4.188888889,0.3809375,30.53263889,15.09148551,39.11820652,2.405208333,15.11753472,27.17708333,78.14756944,2.859007937,1.15625,5,3,2,6,6,2,5,3
491,2015/5/6,3,1,0,126,4.672023221,0.355757576,24.13472222,21.08680556,50.80147947,2.603314394,13.8422619,28.11458333,74.12152778,0,1.526388889,1,0,0,0,1,0,0,0
492,2015/5/7,4,4,12,127,3.988888889,0.265,18.26354167,12.78662793,35.37075922,3.557986111,11.66306818,28.28125,72.72916667,0,1.707986111,2,2,2,10,3,1,12,0
493,2015/5/8,5,6,6,128,5.260763889,0.334861111,26.58866793,23.67520312,51.25453291,2.333680556,13.74118357,28.59375,75,0,1.353819444,1,5,3,3,4,2,6,0
496,2015/5/11,1,4,5,131,3.906423611,0.434826389,24.42690972,28.36141991,65.85912796,3.043576389,15.34722222,28.22569444,72.63368056,0.476190476,1.593576389,1,3,1,4,4,0,3,2
497,2015/5/12,2,4,5,132,4.11884058,0.300732186,22.12640399,11.51615338,33.25905797,2.674084596,12.48145531,27.94791667,75.32986111,5.473611111,1.18125,3,1,2,3,3,1,5,0
498,2015/5/13,3,1,0,133,4.781944444,0.357361111,18.97326389,14.01354578,42.07444005,4.009375,13.62711353,28.22222222,75.48958333,0.688888889,1.442708333,0,1,0,0,0,1,0,0
499,2015/5/14,4,2,8,134,5.864673913,0.258274457,14.39713164,7.949645916,33.84203448,4.083589976,11.24492754,29.09812802,71.72297705,0,2.132593599,1,1,1,7,1,1,8,0
500,2015/5/15,5,6,8,135,3.682503019,0.220555556,16.86979167,6.825496816,31.89764493,2.95,9.020486111,29.15625,73.73263889,0,2.011458333,3,3,3,5,5,1,6,2
503,2015/5/18,1,3,9,138,3.998958333,0.287430556,18.91840278,13.1576087,34.86941425,3.092013889,11.34340278,29.38541667,70.10416667,0,1.596527778,1,2,2,7,2,1,6,3
504,2015/5/19,2,4,15,139,3.388194444,0.261458333,20.18958333,15.86124051,34.30193237,2.7125,10.16325758,29.87152778,68.09027778,0,1.569791667,0,4,5,10,4,0,13,2
505,2015/5/20,3,3,1,140,2.922222222,0.221458333,19.53522041,7.300285463,30.07427536,2.464835859,9.295138889,29.30902778,70.80902778,0.757142857,1.505902778,1,2,0,1,2,1,1,0
506,2015/5/21,4,2,4,141,3.815111715,0.398819444,15.17241162,8.951759442,30.09431269,4.183680556,16.03563312,26.18055556,79.80555556,1.299970418,1.431597222,0,2,1,3,2,0,3,1
507,2015/5/22,5,6,2,142,4.451041667,0.365902778,23.92847222,10.25588768,22.14181214,2.490625,13.66313131,26.27430556,86.19097222,3.057138024,2.021875,1,5,1,1,6,0,2,0
510,2015/5/25,1,3,5,145,2.741319444,0.341388889,27.65347222,5.405893171,20.24667874,2.413541667,12.39826389,26.08680556,92.13541667,5.576646062,1.720486111,1,2,2,3,2,1,2,3
511,2015/5/26,2,5,12,146,4.773958333,0.641388889,13.43402778,13.03049517,33.81370773,9.435542929,19.39260913,26.43402778,84.63632246,2.50381734,0.949652778,2,3,5,7,4,1,12,0
512,2015/5/27,3,2,1,147,4.357261473,0.327083333,16.71348128,7.807216184,27.46271135,4.853275966,12.87872886,27.86111111,80.85763889,1.694282107,1.154861111,0,2,0,1,1,1,1,0
513,2015/5/28,4,0,3,148,3.122222222,0.289895833,12.34895833,7.126509662,29.91047705,4.746875,9.839583333,28.47222222,83.15972222,2.599393939,1.480902778,0,0,1,2,0,0,3,0
514,2015/5/29,5,1,6,149,3.017013889,0.207847222,16.74618056,7.59443621,31.93395916,2.912152778,7.939236111,29.61805556,81.02430556,0.845,1.594097222,1,0,2,4,1,0,6,0
517,2015/6/1,1,4,6,152,3.640530303,0.324618056,15.41076389,9.037768994,32.84005819,3.893402778,10.17860809,28.86805556,78.46180556,0.1,1.3625,3,1,2,4,4,0,5,1
518,2015/6/2,2,8,7,153,5.729513889,0.253576389,11.91319444,7.934027778,29.48263889,4.576388889,9.057986111,29.66666667,75.12152778,0,1.615625,1,7,0,7,6,2,7,0
519,2015/6/3,3,1,1,154,3.944791667,0.222152778,13.69097222,6.077980896,25.46288977,3.575462963,8.287268519,29.98263889,73.77777778,0,1.702430556,1,0,0,1,0,1,1,0
520,2015/6/4,4,1,12,155,2.871240942,0.232961957,16.43787879,7.267663043,26.68722552,3.133695652,8.633241381,29.65277778,75.08680556,0,1.517708333,1,0,2,10,0,1,9,3
521,2015/6/5,5,3,3,156,2.641111111,0.219236111,16.46548611,8.238415332,28.29099924,2.641041667,7.990972222,29.89236111,74.48611111,0,1.571041667,0,3,1,2,2,1,3,0
524,2015/6/8,1,7,6,159,4.593402778,0.251979167,16.65972222,9.450785024,29.44942633,3.665277778,9.557352053,30.01041667,71.14583333,0,1.554861111,2,5,0,6,7,0,5,1
525,2015/6/9,2,3,3,160,3.321180556,0.210590278,17.17604167,8.811443237,26.59133454,2.664980159,8.261342593,30.38888889,71.74305556,0,1.698611111,0,3,2,1,2,1,2,1
526,2015/6/10,3,1,0,161,3.690625,0.210208333,14.52069746,7.768733531,26.53838658,3.587152778,8.607460749,30.81597222,69.82291667,0,1.609722222,0,1,0,0,1,0,0,0
527,2015/6/11,4,4,4,162,3.371329365,0.216934524,14.39608135,6.791192202,24.52329193,3.53953373,8.18859127,30.73412698,70.46577381,0,1.528769841,3,1,2,2,2,2,3,1
528,2015/6/12,5,3,2,163,3.0875,0.199583333,14.21493056,7.362291392,26.18258674,3.158333333,7.573958333,30.97916667,71.24652778,0,1.557291667,2,1,0,2,3,0,2,0
531,2015/6/15,1,2,5,166,7.363991901,0.213343901,13.28567331,11.71673254,66.30190492,3.630344203,8.169957729,31.30298913,67.48762077,0,2.057986111,1,1,0,5,1,1,5,0
532,2015/6/16,2,7,10,167,4.202083333,0.218576389,15.39027778,6.364281401,26.41681763,3.495833333,8.155555556,31.08333333,69.44097222,0.2,1.786111111,0,7,4,6,5,2,8,2
533,2015/6/17,3,1,0,168,4.139930556,0.200336655,14.50416667,5.789855072,26.32971014,3.386574074,7.351851852,31.11805556,70.89930556,0,1.89375,0,1,0,0,0,1,0,0
534,2015/6/18,4,1,8,169,3.223958333,0.223784722,16.82465278,7.740640097,26.41530797,3.770138889,8.547735507,31.04513889,69.96180556,0,1.689236111,0,1,2,6,1,0,8,0
535,2015/6/19,5,0,0,170,2.912847222,0.216180556,20.63229167,8.534722222,27.859375,2.914409722,8.487673611,31.57465278,67.80902778,0,1.639236111,0,0,0,0,0,0,0,0
538,2015/6/22,1,6,2,173,5.801388889,0.233159722,15.14618056,6.593448068,34.57669082,3.927430556,8.935416667,31.68402778,65.63541667,0.05,2.525347222,1,5,0,2,6,0,2,0
539,2015/6/23,2,6,14,174,6.282291667,0.242465278,19.05069444,4.794082126,32.89024758,3.267361111,9.910763889,30.43402778,71.44444444,2.316666667,2.644097222,2,4,5,9,5,1,13,1
540,2015/6/24,3,0,0,175,6.368308081,0.242938763,19.60047348,7.264945652,33.51721014,2.846748737,9.19520202,30.79166667,72.78819444,0.3,2.200694444,0,0,0,0,0,0,0,0
541,2015/6/25,4,2,7,176,4.50625,0.216215278,18.33055556,10.62408048,38.1108778,2.484722222,8.767708333,30.87847222,73.61111111,2.515151515,1.601041667,0,2,2,5,2,0,6,1
542,2015/6/26,5,5,7,177,3.229861111,0.203819444,18.09201389,10.66153382,41.91893116,2.673263889,7.396527778,31.41319444,72.18402778,0.066666667,1.828819444,1,4,1,6,4,1,6,1
545,2015/6/29,1,7,7,180,3.044097222,0.217673611,15.44980374,8.219936163,32.82207557,2.956944444,7.585416667,31.0625,71.48263889,2.055555556,1.6375,1,6,2,5,5,2,6,1
546,2015/6/30,2,5,8,181,2.911805556,0.210659722,19.37782738,9.356486056,33.45696091,2.610069444,7.499305556,31.19444444,69.60416667,0.4,1.704166667,4,1,3,5,4,1,8,0
547,2015/7/1,3,1,2,182,2.946180556,0.210590278,21.478125,11.47222222,35.39764493,2.244097222,7.131944444,31.06597222,71.98611111,3.1625,1.545138889,1,0,0,2,0,1,2,0
548,2015/7/2,4,1,9,183,2.994444444,0.216284722,22.00902778,10.25603865,37.59178744,2.248611111,7.190972222,31.36458333,71.875,0.3,1.790277778,1,0,3,6,0,1,9,0
549,2015/7/3,5,4,4,184,3.085625,0.2411875,20.7271149,13.32391304,35.51207729,2.288194444,8.566666667,31.13194444,69.79861111,0,1.644097222,2,2,2,2,4,0,3,1
552,2015/7/6,1,4,4,187,3.392013889,0.347708333,30.8641369,20.31672705,53.05374396,2.125,11.95069444,28.98263889,82.13888889,1.563333333,1.264930556,0,4,3,1,3,1,2,2
553,2015/7/7,2,6,8,188,4.238541667,0.405833333,22.09583333,12.26917271,34.50830314,3.394097222,15.23402778,28.04861111,83.04166667,1.577704518,1.179513889,4,2,2,6,4,2,5,3
554,2015/7/8,3,1,0,189,3.925,0.340590278,24.71354167,4.63451087,21.58247067,2.054166667,9.9625,27.07986111,88.37847222,2.004998659,2.306944444,0,1,0,0,1,0,0,0
555,2015/7/9,4,1,5,190,4.65923913,0.294583333,35.03530093,10.5882649,35.5357035,1.709490741,9.849652778,29.64930556,77.2974537,0.784666667,2.119675926,0,1,1,4,1,0,5,0
556,2015/7/10,5,4,5,191,3.62689951,0.253664216,22.21148142,12.05093777,43.73110259,3.104738562,9.69058415,29.69566993,75.54289216,0.583333333,1.888868464,3,1,1,4,3,1,5,0
559,2015/7/13,1,4,4,194,3.196111111,0.329458333,26.50833333,11.76207729,361.8904791,2.362986111,8.725196256,29.05694444,82.30069444,6.142361111,1.595,0,4,0,4,4,0,1,3
560,2015/7/14,2,2,13,195,3.169489734,0.308285024,29.48307669,14.11971618,32.06906703,2.071135266,9.210228175,29.43055556,76.77604167,1.3,1.473784722,1,1,7,6,2,0,12,1
561,2015/7/15,3,1,0,196,3.853125,0.2634375,24.47368659,8.775815217,30.25350545,2.263888889,8.631475077,29.52114899,75.92771465,0.391666667,1.678819444,0,1,0,0,1,0,0,0
562,2015/7/16,4,1,4,197,4.4522343,0.275150966,34.72012379,11.9076734,33.46890097,1.86147343,10.26234217,29.97222222,75.79166667,0.2,1.682986111,0,1,1,3,1,0,4,0
563,2015/7/17,5,8,6,198,4.332638889,0.324513889,39.54618056,23.54004996,48.19605018,1.883605072,11.08907828,30.29166667,72.08680556,5.451515152,1.442708333,2,6,0,6,7,1,5,1
566,2015/7/20,1,3,3,201,5.675694444,0.269409722,15.13958333,6.916035354,33.06752306,3.901388889,9.139236111,28.11111111,81.45138889,1.668178211,2.455902778,1,2,0,3,3,0,3,0
567,2015/7/21,2,6,10,202,5.698248792,0.275347222,14.03888889,11.67889493,38.61835749,3.245238095,8.978958333,29.69097222,69.06944444,0.133333333,2.126736111,2,4,2,8,6,0,9,1
568,2015/7/22,3,0,0,203,3.653653382,0.264578804,13.08765783,9.492451691,29.28049517,3.352304293,9.945833333,28.31597222,77.20833333,5.911626984,1.542708333,0,0,0,0,0,0,0,0
569,2015/7/23,4,3,6,204,4.426756536,0.349732435,11.88931781,9.580464976,31.15935559,6.099611928,10.88315972,28.7630719,75.80085784,0.02,1.437949346,1,2,0,6,1,2,6,0
570,2015/7/24,5,2,3,205,2.882425214,0.254286859,14.35016026,13.67144284,31.09680416,3.645833333,8.360042735,28.98023504,73.11378205,0,1.467013889,0,2,0,3,0,2,3,0
573,2015/7/27,1,5,6,208,3.243402778,0.284548611,15.63159722,8.568689614,29.86732229,3.986111111,10.32986111,28.60416667,76.91666667,1.243939394,1.393402778,0,5,2,4,4,1,5,1
574,2015/7/28,2,13,9,209,3.588194444,0.336423611,16.77118056,9.625507795,32.06516249,3.391319444,13.56215278,28.16666667,74.13888889,0.3,1.3125,4,9,1,8,11,2,7,2
575,2015/7/29,3,1,0,210,3.460416667,0.264131944,18.459375,11.75284091,30.70148953,3.280208333,9.325595238,29.20833333,71.28819444,0.033333333,1.331597222,0,1,0,0,1,0,0,0
576,2015/7/30,4,3,6,211,3.799195762,0.221723485,11.89721262,8.142676768,24.72632576,3.692494236,7.457544192,29.62026515,69.91193182,0,1.561994949,0,3,1,5,2,1,6,0
577,2015/7/31,5,5,3,212,4.121180556,0.206111111,19.81076389,8.013120334,23.79272343,2.953819444,8.335448232,29.73263889,70.90277778,0.1,1.471180556,2,3,2,1,4,1,3,0
580,2015/8/3,1,6,6,215,3.554861111,0.297361111,26.15123106,18.15881643,42.0303442,2.315277778,11.45729167,30.16666667,69.68402778,0.5,1.525,1,5,1,5,6,0,6,0
581,2015/8/4,2,6,6,216,4.182523148,0.265358796,30.03477758,31.03452093,35.80424718,2.288657407,11.33506944,30.33449074,67.59490741,0,1.484027778,2,4,1,5,4,2,6,0
582,2015/8/5,3,2,0,217,4.04375,0.283020833,28.28854167,31.3797074,42.75559947,2.571875,11.72066727,30.03819444,67.04513889,0,1.584027778,2,0,0,0,1,1,0,0
583,2015/8/6,4,3,5,218,3.725694444,0.306736111,32.29861111,21.76887077,48.49199879,2.204861111,11.85395531,30.06597222,69.13888889,0,1.654861111,1,2,1,4,3,0,5,0
584,2015/8/7,5,5,3,219,5.13125,0.330798611,30.13819444,23.54261089,80.0761693,2.421875,12.62673611,30.60416667,72.47569444,0,1.376388889,1,4,0,3,4,1,2,1
587,2015/8/10,1,7,7,222,5.827083333,0.244201389,12.30588768,6.789078675,28.45229469,3.535416667,8.458967391,29.51041667,78.64236111,0.066666667,1.861111111,1,6,2,5,5,2,4,3
588,2015/8/11,2,9,9,223,4.494791667,0.225138889,14.84479167,6.254766218,27.13031126,3.332986111,9.386931818,29.91319444,76.10416667,1.35,1.676388889,1,8,2,7,7,2,8,1
589,2015/8/12,3,3,0,224,3.231944444,0.218680556,15.58838384,5.316058179,22.27037393,3.012752525,8.74782197,29.36458333,78.91666667,6.419444444,1.514930556,2,1,0,0,2,1,0,0
590,2015/8/13,4,5,5,225,3.721527778,0.259385568,13.28125,5.382350289,22.13875361,4.228125,11.09517045,29.01041667,76.10069444,0.2,1.310763889,2,3,1,4,3,2,5,0
591,2015/8/14,5,4,3,226,3.192518939,0.250697601,13.72739899,6.224853347,23.13673223,3.947758838,9.754960317,28.7522096,77.57133838,2.795039683,1.545896465,0,4,0,3,3,1,3,0
594,2015/8/17,1,3,7,229,3.543884804,0.459109886,8.927990196,7.090808824,28.65363562,8.373962418,14.86816585,28.03059641,79.09444444,1.43969697,1.145138889,0,3,2,5,1,2,5,2
595,2015/8/18,2,8,12,230,2.818560606,0.341856061,18.02045455,8.665513834,32.05154809,4.026515152,12.01363636,28.875,77.55681818,0.93037037,1.239015152,3,5,4,8,6,2,11,1
596,2015/8/19,3,2,0,231,3.252272727,0.354469697,22.46375165,10.18642951,31.15447958,3.095454545,12.55909091,28.49621212,79.45833333,2.981666667,1.293181818,1,1,0,0,2,0,0,0
597,2015/8/20,4,6,6,232,3.705681818,0.389015152,28.75719697,18.381917,44.04528986,2.406818182,13.83674242,28.9469697,79.62121212,0.066666667,1.245833333,2,4,0,6,4,2,6,0
598,2015/8/21,5,5,4,233,4.957575758,0.481363636,28.93901515,28.14789196,63.58399209,2.926515152,17.19015152,29.26515152,80.1969697,1.15,1.114015152,0,5,1,3,4,1,4,0
601,2015/8/24,1,3,8,236,3.070454545,0.290757576,28.62992424,10.99407115,35.18290043,2.393181818,8.93219697,29.92424242,75.72727273,2.754329004,1.621212121,0,3,3,5,3,0,8,0
