"","date","wday","urticaria","allergy","yday","SO2","CO","O3","PM2.5","PM10","NO","NO2","TEMP","RH","RAIN","WS_HR","urticaria_M","urticaria_F","allergy_M","allergy_F","urticaria_20","urticaria_30","urticaria_50","urticaria_65","allergy_20","allergy_30","allergy_50","allergy_65"
"755",2016-01-26,2,5,8,25,3.64189814814815,0.446868686868687,22.9197916666667,25.2513802622498,67.5554294236359,5.04578072390572,21.3765942943932,10.4020833333333,58.7291666666667,0,1.26296296296296,3,2,4,4,0,0,3,2,1,3,2,2
"756",2016-01-27,3,1,0,26,5.15486111111111,0.630833333333333,22.3395833333333,36.5896464646465,68.3421717171717,7.88645833333333,29.5388888888889,15.3243055555556,65.0902777777778,0,1.24270833333333,1,0,0,0,0,0,0,1,0,0,0,0
"757",2016-01-28,4,3,7,27,5.91944444444444,0.834409722222222,22.7010416666667,49.1957070707071,104.425059417706,8.71527777777778,36.9874245169082,18.4930555555556,71.5381944444444,0.379365079365079,0.935069444444444,1,2,1,6,1,1,0,1,0,2,3,2
"758",2016-01-29,5,2,1,28,3.69270833333333,0.699444444444444,17.6149305555556,35.8695652173913,59.4079537612146,9.328125,26.8440972222222,19.9097222222222,81,0.258214285714286,0.976736111111111,0,2,0,1,0,1,1,0,0,1,0,0
"761",2016-02-01,1,3,6,31,2.93368055555556,0.508368055555556,26.9517361111111,33.1006944444444,66.5277777777778,3.55520833333333,17.4618055555556,19.53125,77.8090277777778,0,1.31944444444444,1,2,1,5,0,0,1,2,1,4,0,1
"762",2016-02-02,2,3,7,32,2.72152777777778,0.528027146464646,27.7447916666667,29.1657393029676,58.4682833772508,3.4375,19.4399305555556,19,76.0381944444444,0,1.503125,0,3,2,5,0,1,1,1,0,6,1,0
"763",2016-02-03,3,1,0,33,3.45381944444444,0.722534722222222,9.40052838164251,29.7361111111111,50.59375,8.59563570487484,26.1619235836627,15.6493055555556,80.2777777777778,0.486666666666667,1.309375,0,1,0,0,0,0,0,1,0,0,0,0
"764",2016-02-04,4,1,7,34,3.70617451690821,0.629037698412698,20.2825396825397,37.2207400087835,65.3436696154087,5.8078869047619,25.5103088336784,17.4097222222222,75.2152777777778,0.0666666666666667,1.37673611111111,0,1,0,7,0,0,1,0,2,3,1,1
"765",2016-02-05,5,4,2,35,3.45243055555556,0.602256944444444,15.0013888888889,40.1680802591129,68.447655906895,7.64340277777778,26.9956944444444,18.7118055555556,76.6145833333333,0.441666666666667,1.33368055555556,2,2,1,1,0,1,2,1,0,0,1,1
"768",2016-02-08,1,0,0,38,4.34340277777778,0.606388888888889,48.9722222222222,61.5763888888889,93.0590277777778,1.88854166666667,15.1607638888889,13.9690972222222,54.7708333333333,0,1.29826388888889,0,0,0,0,0,0,0,0,0,0,0,0
"769",2016-02-09,2,0,0,39,3.28402777777778,0.497361111111111,40.9493055555556,37.1936896135266,72.9601449275362,2.52083333333333,16.5128472222222,15.909375,50.5486111111111,0,1.31284722222222,0,0,0,0,0,0,0,0,0,0,0,0
"770",2016-02-10,3,0,0,40,3.41979166666667,0.547638888888889,40.2875,30.5033212560386,60.3414855072464,3.36423611111111,19.1375,17.7152777777778,55.0451388888889,0,1.23923611111111,0,0,0,0,0,0,0,0,0,0,0,0
"771",2016-02-11,4,0,0,41,2.89166666666667,0.651840277777778,30.7597222222222,29.7152777777778,54.1719504830918,4.96597222222222,24.6840277777778,19.96875,49.3993055555556,0,0.900347222222222,0,0,0,0,0,0,0,0,0,0,0,0
"772",2016-02-12,5,6,5,42,3.49201388888889,0.546770833333333,24.5833333333333,22.2027475845411,46.4892814009662,4.703125,18.6149305555556,22.4444444444444,67.25,1.98194444444444,1.60034722222222,1,5,1,4,0,3,2,1,0,4,0,1
"775",2016-02-15,1,7,5,45,2.815625,0.452222222222222,16.6840277777778,11.6770833333333,31.3194444444444,5.79027777777778,14.1607638888889,24.15625,67.4583333333333,0,1.41458333333333,3,4,0,5,0,3,3,1,2,3,0,0
"776",2016-02-16,2,7,10,46,3.56548611111111,0.629104166666667,12.2223611111111,31.5007548309179,56.5936072683355,6.41638888888889,21.74375,15.41875,72.31875,0.0666666666666667,1.31423611111111,2,5,2,8,0,4,3,0,1,3,4,2
"777",2016-02-17,3,0,1,47,4.88117451690821,0.788396739130435,5.13152173913043,53.3581878568292,86.7084294027229,15.3938103864734,30.8453282828283,15.5381944444444,74.8263888888889,0.05,1.01909722222222,0,0,0,1,0,0,0,0,1,0,0,0
"778",2016-02-18,4,3,6,48,4.88958333333333,0.715138888888889,21.03125,46.8926630434783,78.4326690821256,7.496875,29.6744441699605,18.03125,68.9131944444444,0.2,1.17083333333333,1,2,1,5,0,1,1,1,0,4,1,1
"779",2016-02-19,5,3,4,49,4.36631944444444,0.623164251207729,29.0635416666667,48.2952898550725,76.1690821256039,4.17013888888889,25.9913194444444,19.6388888888889,71.3958333333333,0.1,1.24479166666667,1,2,3,1,2,0,1,0,0,4,0,0
"782",2016-02-22,1,4,4,52,4.234375,0.586631944444444,34.2114583333333,52.1041666666667,97.8333333333333,3.10555555555556,20.5222222222222,19.7118055555556,67.5069444444444,0,1.27673611111111,2,2,1,3,1,3,0,0,0,1,1,2
"783",2016-02-23,2,9,8,53,5.60694444444444,0.668055555555556,43.5982638888889,48.7395970575318,103.170138888889,3.35277777777778,23.0243055555556,21.5972222222222,69.8715277777778,0.0666666666666667,1.21979166666667,3,6,5,3,1,4,2,2,0,4,2,2
"784",2016-02-24,3,1,0,54,3.71631944444444,0.647430555555556,22.8788194444444,53.3610287659201,97.8059810057093,4.77604166666667,25.615625,21.1319444444444,72.8263888888889,0,1.27743055555556,0,1,0,0,0,1,0,0,0,0,0,0
"785",2016-02-25,4,2,11,55,3.75229468599034,0.560208333333333,16.8872584541063,36.0451388888889,67.1944444444444,5.00471014492754,26.3341485507246,18.0208333333333,74.8576388888889,0.383333333333333,1.13715277777778,0,2,3,8,0,1,0,1,1,4,4,2
"786",2016-02-26,5,9,2,56,4.784375,0.598055555555556,24.4111111111111,41.8762626262626,84.0749066754502,4.55416666666667,25.8186292270531,18.96875,70.90625,0.6,1.19930555555556,0,9,0,2,3,4,2,0,0,1,1,0
"789",2016-02-29,1,0,0,59,3.67534722222222,0.526597222222222,31.8923611111111,42.6423611111111,72.0798611111111,3.67222222222222,19.8510416666667,20.6493055555556,73.9444444444444,0,1.33159722222222,0,0,0,0,0,0,0,0,0,0,0,0
"790",2016-03-01,2,5,3,60,3.63958333333333,0.550243055555556,33.85,50.2118055555556,110.475694444444,3.08194444444444,19.6677083333333,21.5555555555556,63.7152777777778,0,1.34965277777778,2,3,0,3,1,1,1,2,0,1,2,0
"791",2016-03-02,3,3,2,61,5.29722222222222,0.550520833333333,40.4736111111111,53.0187198067633,122.651721014493,4.36979166666667,21.5204861111111,19.0277777777778,61.2118055555556,0,1.459375,1,2,0,2,0,1,1,1,1,1,0,0
"792",2016-03-03,4,4,5,62,4.04131944444444,0.521751893939394,42.9128472222222,37.7213164251208,83.1554951690821,2.76714015151515,21.6366567460317,19.9305555555556,61.8923611111111,0,1.32951388888889,1,3,1,4,0,2,1,1,2,2,1,0
"793",2016-03-04,5,4,3,63,4.95042270531401,0.556997282608696,38.5993055555556,44.1737620772947,86.1948973429952,2.63390700483092,24.3523313492063,20.8506944444444,61.7395833333333,0,1.17013888888889,1,3,0,3,1,1,0,2,0,3,0,0
"796",2016-03-07,1,10,6,66,5.43265931372549,0.509675245098039,38.0974264705882,44.7177287581699,74.484681372549,2.31789215686275,18.8995710784314,25.0049019607843,65.921568627451,0,1.35808823529412,6,4,2,4,0,2,6,2,1,3,2,0
"797",2016-03-08,2,7,8,67,5.48159722222222,0.528993055555556,34.0496527777778,44.1533816425121,69.3614130434783,3.84305555555556,19.9458017676768,24.0625,73.5798611111111,0,1.18854166666667,1,6,0,8,0,4,1,2,1,4,1,2
"798",2016-03-09,3,0,1,68,4.85451388888889,0.412013888888889,20.9861111111111,25.2602657004831,49.5981280193237,3.56145833333333,16.7246527777778,25.3611111111111,72.4583333333333,0,1.59027777777778,0,0,0,1,0,0,0,0,0,0,1,0
"799",2016-03-10,4,0,6,69,5.81337560386473,0.474618055555556,14.3256944444444,20.8602053140097,46.3916062801932,7.14548611111111,20.5827596618357,24.6527777777778,73.2395833333333,0,1.421875,0,0,3,3,0,0,0,0,0,4,1,1
"800",2016-03-11,5,5,4,70,3.77080314009662,0.532975543478261,8.03467261904762,31.186470685112,53.0637626262626,9.45183080808081,26.0318813131313,18.3958333333333,79.34375,1.66920634920635,1.25243055555556,1,4,1,3,0,2,1,2,1,1,2,0
"803",2016-03-14,1,2,3,73,5.77083333333333,0.7765625,12.709375,40.8333333333333,71.2569444444444,6.24375,24.7350694444444,21.6631944444444,82.53125,0.593333333333333,1.06006944444444,1,1,1,2,0,2,0,0,0,3,0,0
"804",2016-03-15,2,4,8,74,3.53090277777778,0.585347222222222,12.1111111111111,26.486865942029,43.1534090909091,8.8625,24.759375,18.1076388888889,84.6979166666667,1.01,1.00868055555556,1,3,2,6,0,1,1,2,0,4,2,2
"805",2016-03-16,3,2,0,75,5.672014879184,0.83947761048864,5.4219450280112,42.5466438145306,72.7757595132915,16.5553386632431,30.3178046218487,18.1727941176471,86.4559504357298,0.184484126984127,0.771888616557734,2,0,0,0,0,0,0,2,0,0,0,0
"806",2016-03-17,4,2,8,76,4.54409722222222,0.774375,28.2357638888889,36.962711352657,68.2835648148148,7.12083333333333,27.2517059178744,21.5763888888889,75.6944444444444,0,1.05173611111111,2,0,2,6,1,0,0,1,0,5,2,1
"807",2016-03-18,5,4,4,77,6.99767512077295,0.833286533816425,36.8873490338164,52.9955592414832,89.6933190601669,7.31144323671498,29.2032457729469,23.3813405797101,76.8312198067633,0,1.07078804347826,1,3,1,3,0,1,2,1,0,2,0,2
"810",2016-03-21,1,8,4,80,4.32013888888889,0.621805555555556,25.6746527777778,45.5659722222222,73.2256944444444,3.70659722222222,19.0600694444444,24.1840277777778,79.4305555555556,0.5,1.21944444444444,6,2,2,2,1,3,3,1,0,3,1,0
"811",2016-03-22,2,7,11,81,4.13194444444444,0.651597222222222,19.6934027777778,47.8737510979359,79.6913702239789,5.03298611111111,22.634375,22.2847222222222,78.6423611111111,1.44212121212121,1.26597222222222,2,5,7,4,0,5,0,2,1,8,0,2
"812",2016-03-23,3,2,1,82,3.93368055555556,0.655972222222222,28.0826388888889,39.8589975845411,66.4772041062802,4.53888888888889,22.6493055555556,22.9375,78.4479166666667,0.702222222222222,1.12986111111111,1,1,0,1,0,0,1,1,1,0,0,0
"813",2016-03-24,4,0,5,83,4.84250730994152,0.696679459064327,15.7968384502924,35.9661864641842,70.4472990777339,6.4437317251462,23.015053712179,23.5690789473684,81.2547514619883,2.25123015873016,1.0969298245614,0,0,0,5,0,0,0,0,0,1,3,1
"814",2016-03-25,5,8,5,84,2.62881944444444,0.553680555555556,11.0958333333333,31.3192934782609,49.0427234299517,8.18680555555556,27.7815972222222,16.6423611111111,89.7569444444444,1.59085914085914,1.11388888888889,1,7,1,4,1,3,2,2,0,4,0,1
"817",2016-03-28,1,1,5,87,3.85104166666667,0.507881944444444,49.6284722222222,47.5972222222222,84.3298611111111,2.221875,16.790625,18.2048611111111,57.9131944444444,0,1.32395833333333,1,0,3,2,0,1,0,0,0,2,1,2
"818",2016-03-29,2,6,8,88,4.76493055555556,0.528715277777778,49.4861111111111,40.3961352657005,69.6710584101888,2.79305555555556,20.3349758454106,18.7777777777778,54.2152777777778,0,1.43055555555556,2,4,1,7,0,4,1,1,0,7,1,0
"819",2016-03-30,3,1,1,89,5.07256944444444,0.627847222222222,49.4774305555556,40.4694911067194,77.8038674791392,3.45751811594203,26.2110054347826,21.0590277777778,55.8333333333333,0.0666666666666667,1.22291666666667,0,1,1,0,0,0,1,0,0,0,0,1
"820",2016-03-31,4,2,8,90,7.084375,0.733125,39.4805555555556,50.0520833333333,90.3888888888889,4.15154671717172,29.6892361111111,23.71875,64.9097222222222,0.2,1.09305555555556,1,1,1,7,0,1,0,1,2,3,2,1
"821",2016-04-01,5,4,5,91,4.840625,0.619409722222222,29.8961805555556,41.2058767018006,71.2561896135266,3.59375,22.2630997474747,24.7708333333333,76.4930555555556,0.416666666666667,1.26458333333333,2,2,0,5,1,1,0,2,0,3,1,1
"824",2016-04-04,1,0,0,94,4.38472222222222,0.490138888888889,26.5892361111111,34.7083333333333,60.21875,2.271875,13.4503472222222,26.3506944444444,75.375,0,1.421875,0,0,0,0,0,0,0,0,0,0,0,0
"825",2016-04-05,2,0,0,95,3.58020833333333,0.429236111111111,18.6579861111111,22.4710648148148,42.2824074074074,2.89722222222222,13.5273148148148,26.3356481481481,73.6099537037037,0,1.36423611111111,0,0,0,0,0,0,0,0,0,0,0,0
"826",2016-04-06,3,6,1,96,6.97534722222222,0.533541666666667,32.6138888888889,31.5173611111111,54.6423611111111,4.21041666666667,18.7416666666667,26.2326388888889,72.09375,0,1.24201388888889,2,4,0,1,0,3,1,2,0,0,1,0
"827",2016-04-07,4,5,5,97,6.14548611111111,0.463159722222222,16.1697916666667,24.0578886693017,57.9470108695652,4.70243055555556,16.0430253623188,27.8090277777778,67.2291666666667,0,2.10520833333333,3,2,1,4,0,0,2,3,0,5,0,0
"828",2016-04-08,5,6,5,98,5.85486111111111,0.327222222222222,17.7041666666667,20.8725323891085,41.9430857487923,3.30659722222222,11.5791666666667,28.4583333333333,72.8958333333333,0,2.17777777777778,0,6,0,5,1,3,0,2,1,3,0,1
"831",2016-04-11,1,3,8,101,5.71215277777778,0.349131944444444,19.6763888888889,21.75,39.5243055555556,4.08055555555556,15.1215277777778,26.75,72.4548611111111,2.48865079365079,1.40902777777778,3,0,0,8,0,0,3,0,1,4,2,1
"832",2016-04-12,2,6,8,102,4.32342995169082,0.417623792270531,32.9199426328502,14.4170858785483,32.1064723320158,3.13707729468599,17.4784722222222,24.3680555555556,81.1770833333333,3.63625,1.21458333333333,4,2,3,5,0,3,2,1,1,3,2,2
"833",2016-04-13,3,5,2,103,6.54513888888889,0.460175438596491,41.8025036549708,24.312417654809,51.0317505720824,2.78240131578947,18.7644919590643,25.8764619883041,75.1443713450292,0.75,1.23965643274854,3,2,1,1,0,1,1,3,1,0,1,0
"834",2016-04-14,4,2,9,104,3.83963293650794,0.48009154040404,27.3373015873016,18.7694746376812,42.3813405797101,2.644375,16.821412037037,25.4791666666667,81.9861111111111,1.74089077589078,1.36944444444444,2,0,3,6,1,0,1,0,5,1,1,2
"835",2016-04-15,5,10,5,105,3.59667397660819,0.572687436435291,23.7911366959064,37.3150505339436,41.3731566234427,4.74117086193745,19.2292530568846,25.3399122807018,85.5211988304094,4.19440552503053,1.19197733918129,3,7,1,4,0,4,4,2,0,3,1,1
"838",2016-04-18,1,7,11,108,6.00798611111111,0.340104166666667,14.06875,17.3993055555556,32.9756944444444,7.196875,12.8708333333333,28.46875,68.7638888888889,0,1.21875,3,4,2,9,1,3,3,0,2,2,6,1
"839",2016-04-19,2,1,11,109,4.0750946969697,0.490189393939394,26.4597916666667,19.6739050978897,42.1310523715415,3.96805104617605,15.7797537878788,27.0381944444444,72.0486111111111,4.82777777777778,1.28645833333333,0,1,3,8,0,0,0,1,2,8,0,1
"840",2016-04-20,3,3,1,110,4.90625,0.588090277777778,42.5919146825397,37.487812911726,63.7891414141414,3.365625,18.8300694444444,25.25,74.4166666666667,0,1.31979166666667,2,1,0,1,0,0,1,2,1,0,0,0
"841",2016-04-21,4,2,8,111,6.08425148221344,0.561387379227053,31.3188254830918,36.1302838164251,72.4605017566974,3.11852904040404,17.9375360750361,27.7361111111111,71.2395833333333,0,1.49027777777778,0,2,2,6,0,2,0,0,1,3,3,1
"842",2016-04-22,5,10,8,112,4.05538586048454,0.31281432748538,16.6007671826965,21.6011328964704,41.8386148795903,3.22933114035088,10.2272843567251,29.1661184210526,73.6904239766082,0,2.01918859649123,3,7,2,6,2,5,1,2,2,3,1,2
"845",2016-04-25,1,3,8,115,4.93715277777778,0.331319444444444,18.5333333333333,12.9088164251208,36.8541666666667,2.83506944444444,12.4465277777778,27.5034722222222,74.6944444444444,0.321428571428571,1.42291666666667,2,1,3,5,0,1,1,1,0,3,5,0
"846",2016-04-26,2,5,3,116,5.32785326086957,0.377777777777778,20.7655948067633,12.9296713250518,36.0243055555556,3.95881642512077,14.9019841269841,28.15625,72.5381944444444,0,1.16875,0,5,1,2,0,2,3,0,1,1,1,0
"847",2016-04-27,3,4,0,117,4.98143274853801,0.33385101010101,20.4462258454106,17.8913043478261,42.0824275362319,3.3081755050505,12.5809868875086,28.53125,73.2361111111111,0.35,1.51527777777778,2,2,0,0,0,1,1,2,0,0,0,0
"848",2016-04-28,4,2,7,118,4.06044823232323,0.294501262626263,19.7734027777778,14.4103260869565,38.2356582125604,3.49309535573123,11.752034070684,28.2881944444444,71.9340277777778,0.05,1.46111111111111,1,1,0,7,0,0,1,1,3,2,2,0
"849",2016-04-29,5,8,6,119,4.16840277777778,0.345219907407407,37.0660225442834,19.7917821113953,40.6912386331344,2.21644570707071,12.462996031746,28.1805555555556,71.9641203703704,1.22,1.42094907407407,6,2,3,3,0,1,2,5,0,0,4,2
"852",2016-05-02,1,5,8,122,7.11041666666667,0.662708333333333,57.7847222222222,64.6840277777778,105.840277777778,1.62638888888889,16.9756944444444,27.4826388888889,66.6736111111111,0,1.05173611111111,1,4,1,7,1,3,1,0,2,4,1,1
"853",2016-05-03,2,6,7,123,4.62569444444444,0.435277777777778,20.5965277777778,23.6979166666667,50.7465277777778,2.83194444444444,12.6868055555556,28.5277777777778,73.6423611111111,0,1.43055555555556,3,3,1,6,0,2,3,1,1,4,2,0
"854",2016-05-04,3,1,1,124,4.15347222222222,0.311097222222222,14.7976388888889,14.5094814605684,34.7730586140912,4.05875,10.4665489130435,28.8256944444444,71.0548611111111,0,1.68611111111111,0,1,0,1,0,0,1,0,0,0,1,0
"855",2016-05-05,4,1,10,125,3.47818287037037,0.31880787037037,20.6446180555556,17.4050422705314,40.3093800322061,3.82430555555556,11.8412213164251,29.0891203703704,68.8657407407407,0,1.44346064814815,0,1,2,8,0,0,1,0,1,6,3,0
"856",2016-05-06,5,8,4,126,4.72111111111111,0.290444444444444,11.7096527777778,13.6605072463768,48.3216787439613,4.6599053030303,10.6852462121212,29.6722222222222,68.9479166666667,0,2.17055555555556,3,5,1,3,0,2,5,1,0,3,1,0
"859",2016-05-09,1,6,11,129,4.57222222222222,0.249375,15.0003472222222,9.41666666666667,32.0530303030303,2.965625,9.92291666666667,30.1284722222222,69.6111111111111,0,1.82291666666667,1,5,4,7,0,2,4,0,1,4,4,2
"860",2016-05-10,2,10,8,130,5.425,0.239479166666667,14.9232638888889,7.42167599912165,33.8746980676328,3.72465277777778,9.17395833333333,30.2291666666667,68.8090277777778,0.0666666666666667,2.26423611111111,3,7,3,5,2,5,1,2,1,3,1,3
"861",2016-05-11,3,4,0,131,4.0586654589372,0.234568236714976,20.5616696859903,8.41319444444444,28.7915980456741,2.37588383838384,9.04778874269006,29.4861111111111,71.7465277777778,4.73055555555556,1.7125,2,2,0,0,1,0,1,2,0,0,0,0
"862",2016-05-12,4,4,5,132,6.71689814814815,0.583002558479532,15.2460709064327,12.1517210144928,35.2961956521739,6.13735213981924,17.6638783670034,26.6409722222222,80.2159722222222,1.73805555555556,1.16215277777778,3,1,1,4,3,0,1,0,1,2,1,1
"863",2016-05-13,5,8,5,133,5.64895833333333,0.407847222222222,34.4631944444444,16.2093900966184,41.1044685990338,2.93541666666667,14.7770833333333,28.125,73.84375,0,1.26631944444444,1,7,1,4,0,3,3,2,0,4,0,1
"866",2016-05-16,1,1,4,136,3.77013888888889,0.329444444444444,40.3180555555556,16.6979166666667,39.8263888888889,1.76493055555556,9.63854166666667,29.0798611111111,71.4756944444444,0.3,1.54340277777778,0,1,2,2,0,0,1,0,0,1,1,2
"867",2016-05-17,2,9,11,137,3.88472222222222,0.398958333333333,33.4965277777778,16.0955615942029,43.6968187307861,2.38159722222222,13.2152777777778,28.2986111111111,71.1319444444444,1.5,1.35173611111111,1,8,4,7,1,4,3,1,0,8,2,1
"868",2016-05-18,3,3,0,138,6.07569444444444,0.53875,43.053125,25.5957125603865,58.2590579710145,3.30763888888889,20.3458333333333,27.0833333333333,68.2326388888889,0,1.37048611111111,0,3,0,0,1,1,0,1,0,0,0,0
"869",2016-05-19,4,6,6,139,5.51666666666667,0.553645833333333,48.0284406565657,34.0164141414141,71.5792297979798,2.70212862318841,18.8274305555556,28.0034722222222,67.5555555555556,0,1.42430555555556,2,4,2,4,1,2,1,2,0,4,2,0
"870",2016-05-20,5,8,4,140,5.10425724637681,0.451805555555556,47.7138888888889,29.602904040404,63.9968434343434,2.04722222222222,14.8147192028985,28.8298611111111,65.4097222222222,0.2,1.53819444444444,4,4,3,1,1,3,3,1,2,1,0,1
"873",2016-05-23,1,4,1,143,4.09199346405229,0.308684640522876,18.1015522875817,6.80249183006536,25.9626225490196,2.26448120915033,10.7761233660131,27.2303921568627,82.3604983660131,3.73174783549784,1.47745098039216,1,3,0,1,1,1,2,0,0,0,1,0
"874",2016-05-24,2,7,9,144,5.30069444444444,0.314409722222222,19.2929800724638,6.47318977821695,26.0557202459376,3.2734375,12.3145833333333,27.9375,80.3697916666667,0.417222222222222,1.64947916666667,1,6,2,7,0,4,2,1,0,7,1,1
"875",2016-05-25,3,3,0,145,3.8375,0.325625,29.1038194444444,11.1346618357488,29.4915458937198,2.75486111111111,12.4826388888889,27.9791666666667,82.3888888888889,2.1827380952381,1.47326388888889,2,1,0,0,0,0,0,3,0,0,0,0
"876",2016-05-26,4,3,6,146,4.48611111111111,0.286805555555556,35.3121527777778,16.1024648660518,34.9560139437857,1.9682518115942,10.7489898989899,28.7604166666667,75.15625,0.05,1.26736111111111,2,1,0,6,1,1,1,0,0,4,2,0
"877",2016-05-27,5,9,1,147,5.85763888888889,0.279236111111111,22.2267361111111,8.74674344375431,30.534337944664,3.28333333333333,12.80211352657,30.2395833333333,69.0486111111111,0,1.63472222222222,3,6,0,1,2,4,1,2,0,1,0,0
"880",2016-05-30,1,8,8,150,3.19583333333333,0.168298611111111,18.0177083333333,7.64583333333333,27.7604166666667,1.89618055555556,6.565625,30.5138888888889,74.3576388888889,1.9,1.65069444444444,3,5,2,6,0,5,2,1,2,3,0,3
"881",2016-05-31,2,10,6,151,3.97963466183575,0.186527777777778,15.7345712560386,8.14855072463768,30.3044987922705,3.13020833333333,7.17534722222222,30.2152777777778,75.3506944444444,1.15,1.72847222222222,0,10,2,4,1,7,1,1,0,4,1,1
"882",2016-06-01,3,4,1,152,4.11423611111111,0.18625,16.15625,7.66817632850242,27.7632850241546,3.35173611111111,6.96875,30.7152777777778,72.7256944444444,0.266666666666667,1.84895833333333,1,3,0,1,0,1,2,1,0,0,1,0
"883",2016-06-02,4,8,6,153,3.77640398550725,0.172554347826087,15.8795742753623,8.21230158730159,26.6758207070707,3.36767814009662,6.68511904761905,30.6493055555556,72.4340277777778,0.8,1.86631944444444,2,6,1,5,1,3,4,0,1,4,0,1
"884",2016-06-03,5,4,1,154,2.89868055555556,0.183097222222222,18.5096527777778,9.66719367588933,33.0535216293368,2.52597222222222,7.29281565656566,30.3506944444444,75.3368055555556,0.736666666666667,1.67270833333333,4,0,0,1,1,0,0,3,0,1,0,0
"887",2016-06-06,1,5,7,157,2.965625,0.257847222222222,17.815625,10.6527777777778,29.7395833333333,2.34166666666667,8.60659722222222,29.5520833333333,77.6423611111111,6.21587301587302,1.30069444444444,1,4,1,6,0,4,1,0,0,5,1,1
"888",2016-06-07,2,1,7,158,4.13541666666667,0.274895833333333,15.6142361111111,9.3479770531401,28.3781702898551,3.25069444444444,10.5868055555556,29.1076388888889,77.1666666666667,1.02222222222222,1.44548611111111,0,1,3,4,0,0,1,0,0,4,3,0
"889",2016-06-08,3,2,0,159,3.39340277777778,0.246111111111111,21.8930555555556,8.80570652173913,27.5729166666667,2.68923611111111,9.47222222222222,29.3368055555556,74.4513888888889,2.845,1.49340277777778,0,2,0,0,0,1,0,1,0,0,0,0
"890",2016-06-09,4,0,0,160,5.04583333333333,0.2884375,21.2204861111111,7.36579106280193,28.0570652173913,4.13263888888889,11.9680555555556,28.4895833333333,80.0173611111111,0.652777777777778,1.59270833333333,0,0,0,0,0,0,0,0,0,0,0,0
"891",2016-06-10,5,0,1,161,4.34540441176471,0.257224264705882,24.3249795751634,6.64399509803922,23.4366830065359,2.30245098039216,10.6425040849673,28.0955882352941,81.1119281045752,1.42277777777778,1.56697303921569,0,0,0,1,0,0,0,0,0,1,0,0
"894",2016-06-13,1,3,5,164,3.82152777777778,0.360173611111111,14.3600694444444,7.48611111111111,26.9513888888889,4.59409722222222,10.9583333333333,26.9409722222222,86.7326388888889,2.30477106227106,1.63923611111111,1,2,2,3,0,2,0,1,0,3,1,1
"895",2016-06-14,2,3,10,165,3.68576388888889,0.539305555555556,11.4631944444444,7.15700483091787,26.1772342995169,11.8067934782609,14.989145531401,26.1076388888889,89.0416666666667,5.49528425278425,1.43125,2,1,3,7,0,2,0,1,0,7,1,2
"896",2016-06-15,3,1,2,166,3.43715277777778,0.397770833333333,13.3361805555556,10.1260134237108,31.7680422647528,5.28357487922705,12.2762061403509,28.0041666666667,83.6854166666667,2.64468253968254,1.35909722222222,0,1,1,1,0,0,0,1,1,0,0,1
"897",2016-06-16,4,3,5,167,5.09097222222222,0.299349747474747,13.2152777777778,11.2053140096618,35.9599939613527,5.30798611111111,10.5636904761905,29.5763888888889,79.7013888888889,1.32566666666667,1.38020833333333,2,1,1,4,0,1,1,1,0,4,1,0
"898",2016-06-17,5,9,5,168,4.54991830065359,0.245606617647059,13.354435741688,9.30126633986928,33.2718545751634,4.49820261437908,9.17404003267974,30.0516748366013,76.6286764705882,1.62666666666667,1.47567401960784,1,8,2,3,0,5,3,1,0,4,1,0
"901",2016-06-20,1,4,3,171,3.86006944444444,0.281631944444444,22.65625,10.4548611111111,33.7638888888889,2.709375,9.61180555555556,30.5277777777778,71.7569444444444,1.9,1.48680555555556,2,2,2,1,0,2,0,2,0,1,0,2
"902",2016-06-21,2,7,5,172,6.303125,0.336840277777778,23.2444444444444,11.5152475845411,36.7916666666667,4.76631944444444,12.4753472222222,30.2916666666667,68.6527777777778,0.2,1.553125,3,4,1,4,1,3,3,0,0,4,0,1
"903",2016-06-22,3,1,0,173,5.69810990338164,0.27864898989899,12.633106884058,7.56736111111111,29.2798611111111,4.76413690476191,10.8909088164251,30.3583333333333,70.09375,9,1.51736111111111,1,0,0,0,0,0,0,1,0,0,0,0
"904",2016-06-23,4,2,5,174,4.1875,0.213888888888889,12.8430555555556,7.06627415458937,26.3052536231884,4.42083333333333,7.84034090909091,30.8541666666667,69.2847222222222,0,1.64826388888889,1,1,1,4,2,0,0,0,1,2,2,0
"905",2016-06-24,5,10,4,175,4.91343599033816,0.237148248792271,15.6335597826087,7.19595410628019,25.5994867149758,3.94056461352657,9.5772178304787,30.7530193236715,71.9177234299517,4.7,1.61278683574879,4,6,1,3,0,5,2,3,0,2,0,2
"908",2016-06-27,1,3,3,178,3.621875,0.19375,13.3236111111111,6.19791666666667,22.0416666666667,2.29861111111111,6.96736111111111,30.90625,72.3159722222222,3.06,1.67986111111111,0,3,1,2,0,3,0,0,1,1,1,0
"909",2016-06-28,2,10,2,179,5.34444444444444,0.260972222222222,22.1802083333333,9.52475845410628,34.6442680523773,4.07395833333333,9.78854166666667,31.3125,67.0208333333333,0.0266666666666667,1.58125,4,6,1,1,1,4,3,2,1,0,0,1
"910",2016-06-29,3,5,1,180,6.34584842995169,0.27375,9.13677536231884,7.08680555555556,42.375,5.20902777777778,7.62311769005848,32.1458333333333,64.6701388888889,0,2.75243055555556,2,3,0,1,0,2,1,2,0,0,1,0
