"date","Max","Mean","Med","Min","#people"
2017-07-26,27,1.925,0,0,3
2017-07-27,0.8,0.0416666666666667,0,0,9
2017-07-28,0.4,0.025,0,0,4
2017-08-01,22,2.09166666666667,0.4,0,15
2017-08-02,43,6.50833333333333,0,0,1
2017-08-03,5.6,0.233333333333333,0,0,8
2017-08-04,1.8,0.0833333333333333,0,0,11
2017-08-07,0,0,0,0,2
2017-08-08,0.8,0.0333333333333333,0,0,21
2017-08-09,2.6,0.133333333333333,0,0,2
2017-08-10,1,0.0416666666666667,0,0,11
2017-08-11,0,0,0,0,8
2017-08-14,0,0,0,0,3
2017-08-15,0,0,0,0,13
2017-08-16,0,0,0,0,1
2017-08-17,0,0,0,0,8
2017-08-18,0,0,0,0,10
2017-08-19,0,0,0,0,1
2017-08-21,0,0,0,0,3
2017-08-22,5,0.491666666666667,0,0,15
2017-08-23,0.2,0.0166666666666667,0,0,1
2017-08-24,1.2,0.108333333333333,0,0,8
2017-08-25,0,0,0,0,11
2017-08-28,0.6,0.0416666666666667,0,0,3
2017-08-29,0,0,0,0,9
2017-08-30,0,0,0,0,6
2017-08-31,0.2,0.0166666666666667,0,0,7
2017-09-01,3.4,0.516666666666667,0,0,7
2017-09-04,0,0,0,0,4
2017-09-05,0,0,0,0,8
2017-09-06,0,0,0,0,2
2017-09-07,4.4,0.308333333333333,0,0,11
2017-09-08,0.8,0.0333333333333333,0,0,6
2017-09-11,0,0,0,0,8
2017-09-12,0,0,0,0,17
2017-09-13,0.2,0.00833333333333333,0,0,2
2017-09-14,0,0,0,0,12
2017-09-15,0,0,0,0,15
2017-09-18,0,0,0,0,14
2017-09-19,0.4,0.0166666666666667,0,0,13
2017-09-20,0.2,0.00833333333333333,0,0,2
2017-09-21,0,0,0,0,6
2017-09-22,0,0,0,0,10
2017-09-25,0,0,0,0,4
2017-09-26,0,0,0,0,13
2017-09-27,0,0,0,0,3
2017-09-28,0,0,0,0,8
2017-09-29,0,0,0,0,12
2017-10-02,0,0,0,0,9
2017-10-03,17,1.23333333333333,0,0,14
2017-10-05,0,0,0,0,9
2017-10-06,0,0,0,0,13
2017-10-11,0,0,0,0,6
2017-10-12,0,0,0,0,10
2017-10-13,5.6,0.733333333333333,0,0,14
2017-10-16,1.2,0.125,0,0,4
2017-10-17,0.2,0.00833333333333333,0,0,9
2017-10-18,0,0,0,0,2
2017-10-19,0,0,0,0,15
2017-10-20,0,0,0,0,7
2017-10-23,0,0,0,0,8
2017-10-24,0,0,0,0,18
2017-10-25,0,0,0,0,2
2017-10-26,0,0,0,0,9
2017-10-27,0,0,0,0,6
2017-10-30,0,0,0,0,6
2017-10-31,0,0,0,0,23
2017-11-01,0,0,0,0,3
2017-11-02,0.8,0.0666666666666667,0,0,8
2017-11-03,0.2,0.00833333333333333,0,0,3
2017-11-06,0.4,0.05,0,0,3
2017-11-07,0,0,0,0,9
2017-11-08,0,0,0,0,3
2017-11-09,0,0,0,0,6
2017-11-10,0,0,0,0,10
2017-11-13,0,0,0,0,3
2017-11-14,0,0,0,0,18
2017-11-15,0,0,0,0,4
2017-11-16,8.2,0.341666666666667,0,0,12
2017-11-17,0,0,0,0,11
2017-11-19,0,0,0,0,1
2017-11-20,0,0,0,0,3
2017-11-21,0,0,0,0,3
2017-11-22,0,0,0,0,4
2017-11-23,0,0,0,0,9
2017-11-24,0.6,0.025,0,0,8
2017-11-27,0.4,0.025,0,0,5
2017-11-28,0,0,0,0,9
2017-11-29,0,0,0,0,3
2017-11-30,0,0,0,0,13
2017-12-01,0,0,0,0,11
2017-12-04,0,0,0,0,4
2017-12-05,0,0,0,0,16
2017-12-06,0,0,0,0,2
2017-12-07,0,0,0,0,7
2017-12-08,0,0,0,0,9
2017-12-11,0,0,0,0,8
2017-12-12,0,0,0,0,15
2017-12-13,0.2,0.00833333333333333,0,0,3
2017-12-14,0,0,0,0,11
2017-12-15,0,0,0,0,9
2017-12-18,0,0,0,0,4
2017-12-19,0,0,0,0,16
2017-12-20,0.2,0.00833333333333333,0,0,2
2017-12-21,0,0,0,0,6
2017-12-22,0,0,0,0,6
2017-12-25,0,0,0,0,2
2017-12-26,0,0,0,0,21
2017-12-27,0,0,0,0,3
2017-12-28,0,0,0,0,10
2017-12-29,0,0,0,0,9
